ID,ISBN,Book-Title,Book-Author,Year-Of-Publication,Publisher,Image-URL-S,Image-URL-M,Image-URL-L,rating,age
543,1556590415,The Book of Questions,Pablo Neruda,1991,Consortium Book Sales &amp; Dist,http://images.amazon.com/images/P/1556590415.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1556590415.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1556590415.01.LZZZZZZZ.jpg,9.69,41.62
544,0399517405,Italian Light Cooking,Marie Simmons,1992,Perigee Books,http://images.amazon.com/images/P/0399517405.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0399517405.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0399517405.01.LZZZZZZZ.jpg,9.01,39.71
545,0399143335,The Cat Who Sang for the Birds,Lilian Jackson Braun,1998,Putnam Pub Group,http://images.amazon.com/images/P/0399143335.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0399143335.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0399143335.01.LZZZZZZZ.jpg,8.56,40.47
546,0312311354,"The Pianist: The Extraordinary True Story of One Man's Survival in Warsaw, 1939-1945",Wladyslaw Szpilman,2002,Picador,http://images.amazon.com/images/P/0312311354.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312311354.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312311354.01.LZZZZZZZ.jpg,8.74,37.69
547,0142004235,East of Eden (Oprah's Book Club),John Steinbeck,2003,Penguin Books,http://images.amazon.com/images/P/0142004235.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0142004235.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0142004235.01.LZZZZZZZ.jpg,7.45,48.87
548,0595197124,The Courtship Dance of the Borderline,"Anthony, Md. Walker",2001,Writer's Showcase Press,http://images.amazon.com/images/P/0595197124.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0595197124.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0595197124.01.LZZZZZZZ.jpg,9.36,48.02
549,0156881802,"Tartuffe, by Moliere",Richard Wilbur,1968,Harvest Books,http://images.amazon.com/images/P/0156881802.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0156881802.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0156881802.01.LZZZZZZZ.jpg,7.22,40.56
550,3442429439,Die geheime Geschichte.,Donna Tartt,1995,Goldmann,http://images.amazon.com/images/P/3442429439.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3442429439.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3442429439.01.LZZZZZZZ.jpg,8.52,30.92
551,0061056774,The X-Files: Ground Zero,Kevin J. Anderson,1996,HarperEntertainment,http://images.amazon.com/images/P/0061056774.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0061056774.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0061056774.01.LZZZZZZZ.jpg,7.83,31.07
552,0451458370,Alien Taste (Roc Science Fiction),Wen Spencer,2001,Roc,http://images.amazon.com/images/P/0451458370.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451458370.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451458370.01.LZZZZZZZ.jpg,7.18,27.57
553,0441374239,Islands in the Net,Bruce Sterling,1989,Ace Books,http://images.amazon.com/images/P/0441374239.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0441374239.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0441374239.01.LZZZZZZZ.jpg,7.66,24.83
554,0963401661,Great Deaf Americans: The Second Edition,Matthew S. Moore,1996,Deaf Life Press,http://images.amazon.com/images/P/0963401661.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0963401661.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0963401661.01.LZZZZZZZ.jpg,5.33,38.61
555,0345412451,The Termination Node,Lois H. Gresh,1999,Ballantine Books,http://images.amazon.com/images/P/0345412451.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345412451.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345412451.01.LZZZZZZZ.jpg,7.38,33.57
556,0941104184,War Against War,Ernst Friedrich,1987,Real Comet Press,http://images.amazon.com/images/P/0941104184.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0941104184.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0941104184.01.LZZZZZZZ.jpg,5.14,44.68
557,0671877143,"SILVERHAND: ARCANA BOOK I (Llywelyn, Morgan. Arcana, Bk. 1.)",Morgan Llywelyn,1996,Baen,http://images.amazon.com/images/P/0671877143.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671877143.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671877143.01.LZZZZZZZ.jpg,8.75,43.45
558,0886777844,Summon the Keeper,Tanya Huff,1998,Daw Books,http://images.amazon.com/images/P/0886777844.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0886777844.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0886777844.01.LZZZZZZZ.jpg,5.17,46.25
559,0877285314,Spiritual Cleansing: A Handbook of Psychic Protection,Draja Mickaharic,1989,Weiser Books,http://images.amazon.com/images/P/0877285314.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0877285314.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0877285314.01.LZZZZZZZ.jpg,5.59,27.45
560,0380789116,The Queen's Necklace,Teresa Edgerton,2001,Eos,http://images.amazon.com/images/P/0380789116.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380789116.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380789116.01.LZZZZZZZ.jpg,6.41,23.99
561,0312243359,We Wish to Inform You That Tomorrow We Will be Killed With Our Families: Stories from Rwanda,Philip Gourevitch,1999,Picador USA,http://images.amazon.com/images/P/0312243359.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312243359.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312243359.01.LZZZZZZZ.jpg,7.2,24.57
562,0141002077,Cherry: A Memoir,Mary Karr,2001,Penguin Books,http://images.amazon.com/images/P/0141002077.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0141002077.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0141002077.01.LZZZZZZZ.jpg,7.54,20.05
563,0449904628,Dave Barry Slept Here: A Sort of History of the United States,Dave Barry,1990,Ballantine Books,http://images.amazon.com/images/P/0449904628.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0449904628.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0449904628.01.LZZZZZZZ.jpg,8.12,49.12
564,0590471570,A Solitary Blue (Point),Cynthia Voigt,1993,Scholastic,http://images.amazon.com/images/P/0590471570.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0590471570.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0590471570.01.LZZZZZZZ.jpg,7.12,43.57
565,014018869X,Cold Comfort Farm,Stella Gibbons,1995,Penguin Books,http://images.amazon.com/images/P/014018869X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/014018869X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/014018869X.01.LZZZZZZZ.jpg,5.91,45.42
566,2890377741,Lame (Collection Sextant),Esther Rochon,1995,Editions QuÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©bec/AmÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©rique,http://images.amazon.com/images/P/2890377741.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2890377741.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2890377741.01.LZZZZZZZ.jpg,7.05,48.37
567,0451207580,Who Left That Body in the Rain? (Thoroughly Southern Mysteries),Patricia Sprinkle,2002,Signet Book,http://images.amazon.com/images/P/0451207580.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451207580.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451207580.01.LZZZZZZZ.jpg,7.79,42.25
568,0679448802,Gone Bamboo,Anthony Bourdain,1997,Random House Inc,http://images.amazon.com/images/P/0679448802.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679448802.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679448802.01.LZZZZZZZ.jpg,8.92,34.38
569,0451451279,The Witch's Daughter,R.A. Salvatore,1991,New Amer Library,http://images.amazon.com/images/P/0451451279.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451451279.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451451279.01.LZZZZZZZ.jpg,8.06,43.73
570,0879831227,Preventive Organic Medicine (Pivot Health Book),Jurt W. Donsbach,1976,McGraw-Hill,http://images.amazon.com/images/P/0879831227.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0879831227.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0879831227.01.LZZZZZZZ.jpg,8.26,22.32
571,3257229534,Der Vorleser,Bernhard Schlink,1999,Diogenes Verlag AG,http://images.amazon.com/images/P/3257229534.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3257229534.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3257229534.01.LZZZZZZZ.jpg,7.03,48.93
572,055327418X,"Startide Rising (The Uplift Saga, Book 2)",David Brin,1993,Spectra Books,http://images.amazon.com/images/P/055327418X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/055327418X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/055327418X.01.LZZZZZZZ.jpg,5.33,44.74
573,0345277937,GOLDENGIRL,Peter Lear,1979,Ballantine Books,http://images.amazon.com/images/P/0345277937.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345277937.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345277937.01.LZZZZZZZ.jpg,5.5,42.61
574,0441354955,"I, alien : a novel",Michael Reaves,1978,Grosset &amp; Dunlap,http://images.amazon.com/images/P/0441354955.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0441354955.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0441354955.01.LZZZZZZZ.jpg,6.36,26.85
575,0441239196,First Cycle,H. Beam Piper,1982,Ace Books,http://images.amazon.com/images/P/0441239196.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0441239196.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0441239196.01.LZZZZZZZ.jpg,8.5,40.55
576,0451163036,Cat House,Michael Peak,1992,Roc,http://images.amazon.com/images/P/0451163036.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451163036.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451163036.01.LZZZZZZZ.jpg,5.42,42.87
577,0875421989,The Magick of the Tarot (The Llewellyn Practical Guides),Denning &amp; Phillips,1993,Llewellyn Pubns,http://images.amazon.com/images/P/0875421989.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0875421989.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0875421989.01.LZZZZZZZ.jpg,5.34,41.23
578,0886777631,"City of Golden Shadow (Otherland, Volume 1)",Tad Williams,1998,Daw Books,http://images.amazon.com/images/P/0886777631.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0886777631.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0886777631.01.LZZZZZZZ.jpg,9.75,38.62
579,0380718340,Cruel &amp; Unusual (Kay Scarpetta Mysteries (Paperback)),Patricia D. Cornwell,1994,Avon,http://images.amazon.com/images/P/0380718340.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380718340.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380718340.01.LZZZZZZZ.jpg,6.14,48.98
580,0380014033,Lord of Light,Roger Zelazny,1969,Eos,http://images.amazon.com/images/P/0380014033.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380014033.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380014033.01.LZZZZZZZ.jpg,5.76,31.84
581,0375706062,Lying Awake,Mark Salzman,2001,Vintage Books USA,http://images.amazon.com/images/P/0375706062.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375706062.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375706062.01.LZZZZZZZ.jpg,7.44,28.91
582,0446360856,The Gold Coast,Nelson DeMille,1991,Warner Books,http://images.amazon.com/images/P/0446360856.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446360856.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446360856.01.LZZZZZZZ.jpg,6.53,47.8
583,1593100825,Highland Legacy: Four Generations of Love Are Rooted in Scotland,Tracey V. Bateman,2004,Barbour Publishing,http://images.amazon.com/images/P/1593100825.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1593100825.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1593100825.01.LZZZZZZZ.jpg,9.16,44.34
584,0312993560,The Tea Rose,Jennifer Donnelly,2004,St. Martin's Press,http://images.amazon.com/images/P/0312993560.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312993560.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312993560.01.LZZZZZZZ.jpg,8.47,47.22
585,037327369X,A Cry In the Dark : Family Secrets: The Next Generation (Intimate Moments),Jenna Mills,2004,Silhouette,http://images.amazon.com/images/P/037327369X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/037327369X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/037327369X.01.LZZZZZZZ.jpg,7.1,45.93
586,1551666685,Embrace the Twilight,Maggie Shayne,2003,Mira Books,http://images.amazon.com/images/P/1551666685.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1551666685.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1551666685.01.LZZZZZZZ.jpg,6.59,26.4
587,0425188809,Watchers,Dean R. Koontz,2003,Berkley Publishing Group,http://images.amazon.com/images/P/0425188809.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425188809.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425188809.01.LZZZZZZZ.jpg,5.5,37.14
588,0425092178,Strangers,Dean R. Koontz,1986,Penguin Putnam~mass,http://images.amazon.com/images/P/0425092178.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425092178.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425092178.01.LZZZZZZZ.jpg,9.95,40.17
589,0345384369,Intensity,DEAN KOONTZ,1996,Ballantine Books,http://images.amazon.com/images/P/0345384369.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345384369.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345384369.01.LZZZZZZZ.jpg,8.28,29.06
590,034539657X,Dark Rivers of the Heart,Dean R. Koontz,1995,Ballantine Books,http://images.amazon.com/images/P/034539657X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/034539657X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/034539657X.01.LZZZZZZZ.jpg,6.32,45.15
591,0425144429,Mr. Murder,Dean R. Koontz,1996,Berkley Publishing Group,http://images.amazon.com/images/P/0425144429.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425144429.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425144429.01.LZZZZZZZ.jpg,8.5,30.05
592,0446363510,The Jacaranda Tree,Rebecca Brandewyne,1995,Warner Books,http://images.amazon.com/images/P/0446363510.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446363510.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446363510.01.LZZZZZZZ.jpg,7.78,38.03
593,0440206707,Viking's Woman,Heather Graham,1990,Dell Publishing Company,http://images.amazon.com/images/P/0440206707.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440206707.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440206707.01.LZZZZZZZ.jpg,7.46,39.16
594,156619301X,Dracula,Bram Stoker,1994,Dorset Press,http://images.amazon.com/images/P/156619301X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/156619301X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/156619301X.01.LZZZZZZZ.jpg,5.18,45.42
595,0312876513,Shadow of the Hegemon (Ender Wiggins Saga (Hardcover)),Orson Scott Card,2001,Tor Books,http://images.amazon.com/images/P/0312876513.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312876513.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312876513.01.LZZZZZZZ.jpg,8.88,23.0
596,0824811720,All I Asking for Is My Body (Kolowalu Book),Milton Murayama,1988,University of Hawaii Press,http://images.amazon.com/images/P/0824811720.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0824811720.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0824811720.01.LZZZZZZZ.jpg,5.98,42.13
597,0385482388,The Mistress of Spices,Chitra Banerjee Divakaruni,1998,Anchor Books/Doubleday,http://images.amazon.com/images/P/0385482388.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385482388.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385482388.01.LZZZZZZZ.jpg,9.03,35.95
598,0820319627,Curanderismo: Mexican American Folk Healing,"Robert T., Ii Trotter",1997,University of Georgia Press,http://images.amazon.com/images/P/0820319627.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0820319627.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0820319627.01.LZZZZZZZ.jpg,6.12,31.24
599,0767901266,A Hope in the Unseen : An American Odyssey from the Inner City to the Ivy League,RON SUSKIND,1999,Broadway,http://images.amazon.com/images/P/0767901266.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0767901266.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0767901266.01.LZZZZZZZ.jpg,8.25,49.07
600,0870238566,Unbroken Thread: An Anthology of Plays by Asian American Women,Roberta Uno,1993,University of Massachusetts Press,http://images.amazon.com/images/P/0870238566.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0870238566.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0870238566.01.LZZZZZZZ.jpg,9.67,21.61
601,0451525078,Don Quixote of LA Mancha,Miguel de Cervantes Saavedra,1990,Signet Classics,http://images.amazon.com/images/P/0451525078.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451525078.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451525078.01.LZZZZZZZ.jpg,6.95,37.6
602,0553213601,Cyrano De Bergerac (Bantam Classics),EDMOND ROSTAND,1950,Bantam,http://images.amazon.com/images/P/0553213601.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553213601.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553213601.01.LZZZZZZZ.jpg,7.16,39.08
603,0679729259,The Brothers Karamazov (Vintage Classics),Fyodor Dostoyevsky,1991,Vintage Books USA,http://images.amazon.com/images/P/0679729259.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679729259.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679729259.01.LZZZZZZZ.jpg,8.16,46.95
604,0452260116,Song of Solomon (Oprah's Book Club (Paperback)),Toni Morrison,1987,Plume Books,http://images.amazon.com/images/P/0452260116.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0452260116.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0452260116.01.LZZZZZZZ.jpg,9.03,28.92
605,074346771X,S.W.A.T.,Diane Carey,2003,Pocket Star,http://images.amazon.com/images/P/074346771X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/074346771X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/074346771X.01.LZZZZZZZ.jpg,6.54,45.73
606,1878067745,Solo: On Her Own Adventure,Susan Fox Rogers,1996,Seal Press (WA),http://images.amazon.com/images/P/1878067745.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1878067745.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1878067745.01.LZZZZZZZ.jpg,9.36,45.21
607,0446528757,Joy,Victoria Christopher Murray,2001,Walk Worthy Press,http://images.amazon.com/images/P/0446528757.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446528757.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446528757.01.LZZZZZZZ.jpg,7.95,32.09
608,0373250290,Carrie Pilby (Red Dress Ink (Paperback)),Caren Lissner,2003,Red Dress Ink,http://images.amazon.com/images/P/0373250290.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373250290.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373250290.01.LZZZZZZZ.jpg,5.19,29.87
609,1844262553,Free,Paul Vincent,2003,Upfront Publishing,http://images.amazon.com/images/P/1844262553.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1844262553.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1844262553.01.LZZZZZZZ.jpg,9.57,47.91
610,3596124166,Flush. Eine Biographie.,Virginia Woolf,1994,"Fischer (Tb.), Frankfurt",http://images.amazon.com/images/P/3596124166.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3596124166.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3596124166.01.LZZZZZZZ.jpg,8.02,37.6
611,0525945172,The Experiment,John Darnton,1999,Penguin USA,http://images.amazon.com/images/P/0525945172.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0525945172.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0525945172.01.LZZZZZZZ.jpg,9.75,27.0
612,0061099694,Hill Towns,Anne Rivers Siddons,1994,HarperTorch,http://images.amazon.com/images/P/0061099694.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0061099694.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0061099694.01.LZZZZZZZ.jpg,7.79,33.89
613,0440170370,Player Piano,Kurt Vonnegut,1997,Dell Publishing Company,http://images.amazon.com/images/P/0440170370.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440170370.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440170370.01.LZZZZZZZ.jpg,9.35,23.31
614,0671881965,STOLEN AFFECTIONS (NANCY DREW FILES 105) : STOLEN AFFECTIONS,Carolyn Keene,1995,Simon Pulse,http://images.amazon.com/images/P/0671881965.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671881965.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671881965.01.LZZZZZZZ.jpg,6.43,29.92
615,0380773945,Magicnet,John Dechancie,1994,Harper Mass Market Paperbacks (Mm),http://images.amazon.com/images/P/0380773945.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380773945.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380773945.01.LZZZZZZZ.jpg,6.62,40.35
616,0380757893,Witch House,Norma Tadlock Johnson,1990,Harpercollins Juvenile Books,http://images.amazon.com/images/P/0380757893.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380757893.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380757893.01.LZZZZZZZ.jpg,8.63,43.41
617,0451452925,Sisters in Fantasy,Susan Shwartz,1995,Roc,http://images.amazon.com/images/P/0451452925.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451452925.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451452925.01.LZZZZZZZ.jpg,8.07,42.65
618,0553272004,"Civil War Secret Agent (Time Machine, No 5)",Steve Perry,1985,Starfire,http://images.amazon.com/images/P/0553272004.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553272004.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553272004.01.LZZZZZZZ.jpg,8.64,41.98
619,0451450876,Shadowrun: Choose Your Enemies Carefully (Shadowrun (Roc)),Robert N. Charrette,1996,Roc,http://images.amazon.com/images/P/0451450876.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451450876.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451450876.01.LZZZZZZZ.jpg,6.24,38.55
620,0451452380,Night's Pawn (Shadowrun),Tom Dowd,1993,Roc,http://images.amazon.com/images/P/0451452380.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451452380.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451452380.01.LZZZZZZZ.jpg,6.65,22.78
621,0451458397,"The Burning Time (Shadowrun, 40)",Stephen Kenson,2001,Roc,http://images.amazon.com/images/P/0451458397.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451458397.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451458397.01.LZZZZZZZ.jpg,8.86,24.3
622,0440234948,Area 51: The Sphinx (Area 51 (Paperback)),ROBERT DOHERTY,2000,Dell,http://images.amazon.com/images/P/0440234948.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440234948.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440234948.01.LZZZZZZZ.jpg,8.77,27.53
623,0395390338,Curious George and the Pizza,Margret Rey,1985,Houghton Mifflin,http://images.amazon.com/images/P/0395390338.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0395390338.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0395390338.01.LZZZZZZZ.jpg,7.57,28.55
624,344242979X,Dunkles Leuchten.,David L. Lindsey,1996,Goldmann,http://images.amazon.com/images/P/344242979X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/344242979X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/344242979X.01.LZZZZZZZ.jpg,5.28,46.8
625,3423241012,"Ich, meine Freundin und all diese MÃÂÃÂÃÂÃÂ?ÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ¤nner.",Binnie Kirshenbaum,1997,Dtv,http://images.amazon.com/images/P/3423241012.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3423241012.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3423241012.01.LZZZZZZZ.jpg,7.73,34.02
626,3423202343,Was MÃÂÃÂÃÂÃÂ?ÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ¤nner sagen.,Joan Smith,1999,Dtv,http://images.amazon.com/images/P/3423202343.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3423202343.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3423202343.01.LZZZZZZZ.jpg,6.99,24.09
627,0671876937,Master of Many Treasures,Mary Brown,1995,Baen,http://images.amazon.com/images/P/0671876937.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671876937.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671876937.01.LZZZZZZZ.jpg,5.32,45.59
628,0812533666,Isle of Woman (Geodyssey),Piers Anthony,1994,Tor Fantasy,http://images.amazon.com/images/P/0812533666.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0812533666.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0812533666.01.LZZZZZZZ.jpg,5.3,49.63
629,0874869226,She Said Yes: The Unlikely Martyrdom of Cassie Bernall,Misty Bernall,2001,Plough Publishing House,http://images.amazon.com/images/P/0874869226.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0874869226.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0874869226.01.LZZZZZZZ.jpg,9.89,40.16
630,0967224918,B-More Careful,Shannon Holmes,2001,Teri Woods Publishing,http://images.amazon.com/images/P/0967224918.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0967224918.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0967224918.01.LZZZZZZZ.jpg,9.12,31.88
